DESCRIPCION,MODELO,COSTO,DIVISA,MONTO Bs,BOLIVARES
PISTONES STD 1.6,ZOTYE,30,40,34852.364,45.2
PISTONES 050/020 1.6,ZOTYE,30,40,34852.364,45.2
PLATO DE CROCHET,ZOTYE,35,45,39208.9095,50.85
RADIADOR ZOTYE,ZOTYE,72,90,78417.819,101.7
REGULADOR DE GASOLINA,ZOTYE,6,12,10455.7092,13.56
RETROVISOR DERECHO,ZOTYE,39,45,39208.9095,50.85
RETROVISOR IZQUIERDO,ZOTYE,39,45,39208.9095,50.85
RODAMIENTO DELANTERO,ZOTYE,9,15,13069.6365,16.95
ROTULA ROSCA FINA,ZOTYE,5,8,6970.4728,9.04
ROTULA ROSCA GRUESA,ZOTYE,5,8,6970.4728,9.04
SENSOR DE OXIGENO aplica arauca,ZOTYE,17,25,21782.7275,28.25
SELLOS DE BUJIAS,ZOTYE,3,6,5227.8546,6.78
SENSOR MAP,ZOTYE,9,15,13069.6365,16.95
SENSOR PEDAL DE FRENO,ZOTYE,5,10,8713.091,11.3
SENSOR POSICION DE CIGÜEÑAL,ZOTYE,8,15,13069.6365,16.95
SUICHERA DE ENCENDIDO,ZOTYE,30,40,34852.364,45.2
TAPA BOMBA DE GASOLINA,ZOTYE,10,15,13069.6365,16.95
TAPA CADENA DE MOTOR ,ZOTYE,12,18,15683.5638,20.34
TENSOR DE TIEMPO,ZOTYE,8,15,13069.6365,16.95
TERMIAL DE DIRECCION,ZOTYE,4.504,8,6970.4728,9.04
TERMOSTATO,ZOTYE,7,10,8713.091,11.3
TUBERIA  DE REFRIGERANTE,ZOTYE,10,15,13069.6365,16.95
VALVULA DE ADMISION 1.3,ZOTYE,12,20,17426.182,22.6
VALVULA DE ESCAPE 1.3,ZOTYE,12,20,17426.182,22.6
VALVULA DE TEMPERATURA 2 PIN,ZOTYE,3,6,5227.8546,6.78
VALVULA PCV,ZOTYE,2,5,4356.5455,5.65
VALVULAS DE ADMISION 1.6,ZOTYE,12,20,17426.182,22.6
VALVULAS DE ESCAPE 1.6,ZOTYE,12,20,17426.182,22.6
VARILLA DE MEDIR ACEITE ,ZOTYE,8.5,15,13069.6365,16.95
AMORTIGUADOR DELANTERO RH( mini dongfeng),CHANA,30,37,32238.4367,41.81
AMORTIGUADOR DELANTERO LH,CHANA,30,37,32238.4367,41.81
ANILLOS 025/010,CHANA,10,15,13069.6365,16.95
"ANILLOS 0,50/020",CHANA,10,15,13069.6365,16.95
ANILLOS STD,CHANA,10,15,13069.6365,16.95
ARBOL DE LEVA,CHANA,25,40,34852.364,45.2
ARRANQUE DE MOTOR ,CHANA,65,80,69704.728,90.4
BOBINA CAPTADORA ,CHANA,7.5,15,13069.6365,16.95
BOBINA DE ENCENDIDO,CHANA,12,20,17426.182,22.6
BOMBA DE ACEITE,CHANA,18,30,26139.273,33.9
BOMBA DE AGUA,CHANA,15,25,21782.7275,28.25
BUJIAS DENSO CAJA AMARILLA (4 UND PUNTA IRIDIUM ),CHANA,6,10,8713.091,11.3
BUJIAS DENSO CAJA AZUL (4 UND PUNTA IRIDIUM),CHANA,6,10,8713.091,11.3
CABLES DE BUJAS,CHANA,8,15,13069.6365,16.95
CAJETIN DE DIRECCION,CHANA,30,45,39208.9095,50.85
CAMARA COMPLETA ,CHANA,200,250,217827.275,282.5
CIGÜEÑAL ,CHANA,70,85,74061.2735,96.05
COLLARIN,CHANA,3.5,6,5227.8546,6.78
CONCHAS DE BANCADA 010,CHANA,6,10,8713.091,11.3
CONCHAS DE BANCADA 020,CHANA,6,10,8713.091,11.3
CONCHAS DE BANCADA STD,CHANA,6,10,8713.091,11.3
CONCHAS DE BIELA 010,CHANA,5,10,8713.091,11.3
CONCHAS DE BIELA 020,CHANA,5,10,8713.091,11.3
CONCHAS DE BIELA STD,CHANA,5,10,8713.091,11.3
CORREA DE TIEMPO ,CHANA,8,15,13069.6365,16.95
DISCO DE CROCHET,CHANA,15,25,21782.7275,28.25
DISCO DE FRENO,CHANA,18,25,21782.7275,28.25
DISTRIBUIDOR DE CORRIENTE ,CHANA,28,35,30495.8185,39.55
EMPACADURA DE CAMARA,CHANA,2,5,4356.5455,5.65
EMPACADURA DE TAPA VALVULA,CHANA,2,5,4356.5455,5.65
ESTOPERA DE ARBOL DE LEVA,CHANA,1.504,5,4356.5455,5.65
ESTOPERA DELANTERA DE CIGÜEÑAL,CHANA,1.504,5,4356.5455,5.65
ESTOPERA TRASERA DE CIGÜEÑAL,CHANA,2,5,4356.5455,5.65
FARO ANTINIEBLA DERECHO,CHANA,12,20,17426.182,22.6
FARO ANTINIEBLA IZQUIERDO,CHANA,12,20,17426.182,22.6
FARO DELANTERO DERECHO,CHANA,39,45,39208.9095,50.85
FARO FELANTERO IZQUIERDO,CHANA,39,45,39208.9095,50.85
GORROS DE VALVULA (8UND),CHANA,2.504,5,4356.5455,5.65
GUAYA DE ACELERACION ,CHANA,5,10,8713.091,11.3
INYECTOR DE GASOLINA ,CHANA,10,15,13069.6365,16.95
KIT DE CROCHET,CHANA,36,45,39208.9095,50.85
KIT DE EMPACADURA,CHANA,9,15,13069.6365,16.95
LAPIZ DELANTERO,CHANA,2.504,5,4356.5455,5.65
MOTOR COMPLETO 465 CHANA SAIC WULLING,CHANA,735,830,723186.553,937.9
MESETA RH ,CHANA,7.504,15,13069.6365,16.95
MESETA LH ,CHANA,7.504,15,13069.6365,16.95
PARACHOQUE DELANTERO,CHANA,91,105,91487.4555,118.65
PASTILLAS DE FRENO,CHANA,5,10,8713.091,11.3
PILA DE GASOLINA 2068 MARCA DENSO,CHANA,6,10,8713.091,11.3
PILA DE GASOLINA BOSCH 2068 UNIVERSAL,CHANA,6,10,8713.091,11.3
PISTONES 0.25/010,CHANA,23,35,30495.8185,39.55
PISTONES 0.50/020,CHANA,23,35,30495.8185,39.55
PISTONES STD,CHANA,23,35,30495.8185,39.55
PLATO DE CROCHET,CHANA,22,35,30495.8185,39.55
PROTECTO DE KIT DE TIEMPO ,CHANA,15,25,21782.7275,28.25
RETROVISOR DERECHO,CHANA,9,15,13069.6365,16.95
RETROVISOR IZQUIERDO,CHANA,9,15,13069.6365,16.95
ROTULA ,CHANA,4,8,6970.4728,9.04
SENSOR TEMPRERATURA 1 PIN,CHANA,3,6,5227.8546,6.78
SENSOR DE TEMPERATURA 2 PINES,CHANA,5,10,8713.091,11.3
STOP DERECHO,CHANA,25,35,30495.8185,39.55
STOP IZQUIERDO,CHANA,25,35,30495.8185,39.55
TERMINAL DE DIRECCION DERECHO,CHANA,4.504,8,6970.4728,9.04
TERMINAL DE DIRECCION IZQUIERDO,CHANA,4.504,8,6970.4728,9.04
TOMA DE TERMOSTATO ,CHANA,5,10,8713.091,11.3
VOLANTE DE MOTOR ,CHANA,35,45,39208.9095,50.85
ALTERNADOR  ORIGINAL ,ARAUCA,90,110,95844.001,124.3
AMORTIGUADOR DELANTERO COMPLETO CON ESPIRAL EL PAR,ARAUCA,110,130,113270.183,146.9
AMORTIGUADOR DELANTERO  ORIGINAL C/U aplica qq6,ARAUCA,27,35,30495.8185,39.55
AMORTIGUADOR TRASERA  ORIGINAL  C/U,ARAUCA,16,25,21782.7275,28.25
AMORTIGUADOR DE MALETA  ORIGINAL C/U,ARAUCA,9,15,13069.6365,16.95
ANILLOS ESTANDAR  STD ORIGINAL (QQ6),ARAUCA,10,15,13069.6365,16.95
ANILLOS 0.10 ORIGINAL ,ARAUCA,10,15,13069.6365,16.95
ANILLOS 0.20 ORIGINAL ,ARAUCA,10,15,13069.6365,16.95
ANILLOS CON JUEGO PISTON 0.30 ORIGINAL ,ARAUCA,70,85,74061.2735,96.05
ANILLOS CON JUEGO PISTON 0.40 ORIGINAL ,ARAUCA,90,100,87130.91,113
ANTENA    ORIGINAL,ARAUCA,12,20,17426.182,22.6
ANTENA INMOVILIZADOR ,ARAUCA,6,15,13069.6365,16.95
ANTINIEBLA  DER ,ARAUCA,12,20,17426.182,22.6
ANTINIEBLA  IZQ ,ARAUCA,12,20,17426.182,22.6
ANTIRUIDO DE FRENO   (4 piezas),ARAUCA,5,10,8713.091,11.3
ARBOL DE LEVA ADMISION ORIGINAL,ARAUCA,50,60,52278.546,67.8
ARBOL DE LEVA ESCAPE  ORIGINAL,ARAUCA,50,60,52278.546,67.8
ARO BRONCE SINCRONIZADOR  ORIGINAL C/U,ARAUCA,12,20,17426.182,22.6
ARRANQUE  ORIGINAL,ARAUCA,65,80,69704.728,90.4
AUTOMATICO ARRANQUE (3 HUECO) ORIGINAL,ARAUCA,23,30,26139.273,33.9
BANDAS DE FRENO TRASERA ARAUCA,ARAUCA,15,20,17426.182,22.6
BASE AMORTIGUADOR  COMPLETO,ARAUCA,11,20,17426.182,22.6
BASE AMORTIGUADOR METALICA,ARAUCA,5,10,8713.091,11.3
BASE AMORTIGUADOR TOPE O COPA,ARAUCA,3,6,5227.8546,6.78
BASE DE TERMOSTATO  ORIGINAL,ARAUCA,26,35,30495.8185,39.55
BASE MOTOR DELANTERO  ORIGINAL ,ARAUCA,15,20,17426.182,22.6
BASE MOTOR DERECHA  ORIGINAL ,ARAUCA,15,20,17426.182,22.6
BASE MOTOR IZQ A ORIGINAL ,ARAUCA,15,20,17426.182,22.6
BASE MOTOR TRASERA ORIGINAL ,ARAUCA,15,20,17426.182,22.6
BOBINA ENCENDIDO BOSCH ORIGINAL,ARAUCA,16,25,21782.7275,28.25
BOMBA ACEITE ORIGINAL  ORIGINAL PLANTA,ARAUCA,30,45,39208.9095,50.85
BOMBA AGUA  ORIGINAL PLANTA,ARAUCA,20,30,26139.273,33.9
BOMBA DE AGUA ORIGINAL CHERY,ARAUCA,14,25,21782.7275,28.25
BOMBA DE GASOLINA  COMPLETO ORIGINAL,ARAUCA,40,50,43565.455,56.5
BOMBA DIRECCION  ORIGINAL ,ARAUCA,60,80,69704.728,90.4
BOMBA FRENO  ORIGINAL,ARAUCA,23,35,30495.8185,39.55
BOMBA FRENO CON HIDROVAC Y ENVASE  ORIGINAL,ARAUCA,45,55,47922.0005,62.15
BOMBA O MOTOE WIPER LIMPIA PARABRISAS  ,ARAUCA,4,10,8713.091,11.3
BRAZO BIELA ORIGINAL ,ARAUCA,15,20,17426.182,22.6
BUJE BARRA TENSORA EXTENA COMO AREPITA ,ARAUCA,3.5,5,4356.5455,5.65
BUJE BARRA TENSORA INTERNE COMO AREPITA ,ARAUCA,3.5,5,4356.5455,5.65
BUJE CAJETIN  (2 BUJE),ARAUCA,8,15,13069.6365,16.95
BUJE MESETA TRASERA CORTA AR   meseta trasera ,ARAUCA,7,12,10455.7092,13.56
BUJE MESETA TRASERA LARGA AR    meseta trasera,ARAUCA,8,12,10455.7092,13.56
BUJE O GAMAS CAJETIN  TIPO O,ARAUCA,3,5,4356.5455,5.65
BUJE O GOMAS DE BARRA ESTABILIZADORA  ,ARAUCA,3,5,4356.5455,5.65
BUJIA  BOSCH  3ELETR            ,ARAUCA,6.8,10,8713.091,11.3
BUJIA  CHERY  3ELETR                  ,ARAUCA,6.8,10,8713.091,11.3
BUJIA  TORCH  3ELETR ARAUCA/X1  (QQ6),ARAUCA,6.64,10,8713.091,11.3
BUJIA DENSO IRIDIUM 3297 (4 BUJIA),ARAUCA,6,10,8713.091,11.3
BUJIA DENSO IRIDIUM 5304 (4 BUJIA),ARAUCA,6,10,8713.091,11.3
BUJIA PUNTA PLATINO LETRA AZUL (4 BUJIA),ARAUCA,8,15,13069.6365,16.95
CABLES BUJIAS CLASE A ,ARAUCA,11,20,17426.182,22.6
CABLES DE BUJIAS  ORIGINAL PLANTA SEPARADOS,ARAUCA,20,30,26139.273,33.9
CAJETIN  SIN ACCESORIO ORIGINAL,ARAUCA,170,190,165548.729,214.7
CAMARA  COMPLETO,ARAUCA,680,780,679621.098,881.4
CAMARA VACIA,ARAUCA,430,520,453080.732,587.6
CARCASA PURIFICADOR DE AIRE  SIN CAJA,ARAUCA,38,45,39208.9095,50.85
CARTER MOTOR  ORIGINAL,ARAUCA,65,75,65348.1825,84.75
CEPILLO LIMPIA PARABRISA DELANTERO EL JUEGO ,ARAUCA,5,10,8713.091,11.3
CEPILLO LIMPIA PARABRISA TRASERA C/U ,ARAUCA,3,5,4356.5455,5.65
CHUPON CLIP DE BOMBA GASOLINA  (G),ARAUCA,3,5,4356.5455,5.65
CHUPON CLIP DE BOMBA GASOLINA  (P),ARAUCA,3,5,4356.5455,5.65
CIGUEÑAL  ORIGINAL,ARAUCA,100,110,95844.001,124.3
CILINDRO DE FRENO TRASERA  C/U,ARAUCA,8,15,13069.6365,16.95
CINTA VOLANTE ,ARAUCA,20,30,26139.273,33.9
COCUYO  DER,ARAUCA,5,10,8713.091,11.3
COCUYO  IZQ,ARAUCA,5,10,8713.091,11.3
COLLARIN DE CROCHET ORIGINAL,ARAUCA,5,10,8713.091,11.3
COMPRESOR  ORIGINAL,ARAUCA,170,190,165548.729,214.7
COMPUTADORA DE  ORIGINAL,ARAUCA,110,120,104557.092,135.6
CONMUTADOR DE ENCENDIDO ARAUCA,ARAUCA,6,10,8713.091,11.3
CONCHA DE BANCADA 0.10/+25 ,ARAUCA,6,10,8713.091,11.3
CONCHA DE BANCADA 020/+50 ,ARAUCA,6,10,8713.091,11.3
CONCHA DE BANCADA 030/+75 ,ARAUCA,10,20,17426.182,22.6
CONCHA DE BANCADA STD (QQ6),ARAUCA,6,10,8713.091,11.3
CONCHA DE BIELAS 010/+25 ,ARAUCA,6,10,8713.091,11.3
CONCHA DE BIELAS 020/+50 ,ARAUCA,6,10,8713.091,11.3
CONCHA DE BIELAS 030/+75 ,ARAUCA,10,20,17426.182,22.6
CONCHA DE BIELAS STD (QQ6),ARAUCA,6,10,8713.091,11.3
CONDENSADOR  ORIGINAL,ARAUCA,65,75,65348.1825,84.75
CONECTOR CON CABLE BOMBA GASOLINA ,ARAUCA,2.5,5,4356.5455,5.65
CONECTOR PLATICO DE CARCASA,ARAUCA,5.5,10,8713.091,11.3
CONETA ALTA ,ARAUCA,6,12,10455.7092,13.56
CONETA BAJA ,ARAUCA,6,12,10455.7092,13.56
CONTRO SOLO DE ARAUCA SIN LLAVE,ARAUCA,12,20,17426.182,22.6
COPA CAJA 25X28 ORIGINAL,ARAUCA,30,40,34852.364,45.2
COPA CAJA 21*25 USA TRICETA X1,ARAUCA,35,45,39208.9095,50.85
CORREA DE AIRE ORIGINAL ( compresor),ARAUCA,5,10,8713.091,11.3
CORREA DE ALTERNADOR ORIGINAL ,ARAUCA,5,10,8713.091,11.3
CORREA TIEMPO  MARCA CHERY CLASE A,ARAUCA,10,20,17426.182,22.6
CORREA TIEMPO  DOBLE COSTURA NOMAL,ARAUCA,22,30,26139.273,33.9
CORREA TIEMPO ORIGINAL DOBLE COSTURA ARAUCA ,ARAUCA,40,50,43565.455,56.5
CROCHERA CON ROLINERA DE COMPRESOR  ORIGINAL,ARAUCA,45,56,48793.3096,63.28
CUERPO ACELERECION  ORIGINAL,ARAUCA,65,75,65348.1825,84.75
CUNA ,ARAUCA,290,330,287532.003,372.9
DISCO CROCHET VALEO CON CAJA CHERY,ARAUCA,28,40,34852.364,45.2
DISCO FRENO  ORIGINAL,ARAUCA,23,35,30495.8185,39.55
ELECTROVENTILADOR  ORIGINAL,ARAUCA,75,90,78417.819,101.7
ELEVA VIDRIO DELANTERO DERECHO,ARAUCA,25,35,30495.8185,39.55
ELEVA VIDRIO DELANTERO IZQUIERDA ORIGINAL ,ARAUCA,25,35,30495.8185,39.55
ELEVAVIDRIO TRASERA DERECHA ,ARAUCA,25,35,30495.8185,39.55
ELEVAVIDRIO TRASERA IZQ ,ARAUCA,25,35,30495.8185,39.55
EMPACADURA DE BOMBA ACEITE ORIGINAL ,ARAUCA,2.5,5,4356.5455,5.65
EMPACADURA DE BOMBA AGUA ORIGINAL ,ARAUCA,1.5,5,4356.5455,5.65
EMPACADURA DE CAMARA AMIENTO ,ARAUCA,2.8,5,4356.5455,5.65
EMPACADURA DE CAMARA METALICA ,ARAUCA,13,20,17426.182,22.6
EMPACADURA TAPA VALVULA MORADA,ARAUCA,3,5,4356.5455,5.65
EMPACADURA TAPA VALVULA ORIGINAL FINA ,ARAUCA,2.5,5,4356.5455,5.65
ENGRANAJES IMPULSOR 3 ERA 37 ,ARAUCA,15,20,17426.182,22.6
ENGRANAJES IMPULSOR 4TA 33,ARAUCA,15,25,21782.7275,28.25
ENGRANAJES IMPULSOR 5TA 32,ARAUCA,16,25,21782.7275,28.25
ENGRANAJES PRINCIPA  5TA 37 X1,ARAUCA,25,35,30495.8185,39.55
ENGRANAJES PRINCIPAL 3ERA 26 X1,ARAUCA,25,35,30495.8185,39.55
ENGRANAJES PRINCIPAL 4TA 31 X1,ARAUCA,25,35,30495.8185,39.55
ENVASE O TANQUE DE AGUA  ORIGINAL,ARAUCA,14,25,21782.7275,28.25
ESPARRAGO RUEDA CON TUERCA  (4 Y 4) ORIGINAL,ARAUCA,10,15,13069.6365,16.95
ESPEJO RETROVISOR INTENO CENTRAL,ARAUCA,14,20,17426.182,22.6
ESPIRALES DELANTEROS  C/U aplica qq6,ARAUCA,14,20,17426.182,22.6
ESPIRALES TRASEROS  C/U aplica qq6,ARAUCA,14,20,17426.182,22.6
ESTOPERA ARBOL LEVA  PLANTA C/U,ARAUCA,3,5,4356.5455,5.65
ESTOPERA  CAJA ORIGINAL ,ARAUCA,3,5,4356.5455,5.65
ESTOPERA DELANTERO CIGÜEÑAL,ARAUCA,3,5,4356.5455,5.65
ESTOPERA TRASERA CIGÜEÑAL,ARAUCA,3,5,4356.5455,5.65
EVAPORADOR  ORIGINAL,ARAUCA,60,70,60991.637,79.1
FARO  DERECHO,ARAUCA,70,80,69704.728,90.4
FARO  IZQUIERDO,ARAUCA,70,80,69704.728,90.4
FILTRO DE AIRE  ORIGINAL,ARAUCA,4,8,6970.4728,9.04
FILTRO DE BAMBA GASOLINA INTERNA REDONDO,ARAUCA,3.5,5,4356.5455,5.65
FITRO ACEITE ORIGINAL ,ARAUCA,2.5,5,4356.5455,5.65
FITRO GASOLINA ORIGINAL CHERY,ARAUCA,3,5,4356.5455,5.65
FITRO SECADOR DE AIRE  ORIGINAL,ARAUCA,20,30,26139.273,33.9
FLEXIBLE  ORIGINAL,ARAUCA,20,30,26139.273,33.9
"FLOTANTE DE BOMBA GASOLINA ,",ARAUCA,7,15,13069.6365,16.95
GOMAS AMORTIGUADOR  ORIGINAL,ARAUCA,3.5,5,4356.5455,5.65
GOMAS DE ESCAPE FLEXIBLE ORIGINAL,ARAUCA,4,10,8713.091,11.3
GOMAS NEGRO REDONDO PARA GASOLINA ORIGINAL,ARAUCA,4,10,8713.091,11.3
GORROS O GOMAS VALVULA  COLOR NEGRO,ARAUCA,4,10,8713.091,11.3
GORROS O GOMAS VALVULA MARCA SKF ORIGINAL PLANTA,ARAUCA,10,15,13069.6365,16.95
GUARDA POLVO CAJETIN  C/U,ARAUCA,4,8,6970.4728,9.04
GUARDAPOLVO AMORTIGUADOR DELANTERO ORIGINAL C/U,ARAUCA,6.5,10,8713.091,11.3
GUAYA DE CROCHET  ORIGINAL GANCHO METALICA,ARAUCA,8,15,13069.6365,16.95
GUAYA DE CROCHET  PLANTA GANCHO PLATICO,ARAUCA,8,15,13069.6365,16.95
GUAYA DE VELOCIDAD ,ARAUCA,25,35,30495.8185,39.55
GUIA DE VALVULA  ORIGINAL (JUEGO 16),ARAUCA,12,20,17426.182,22.6
HORQUILLA 1Y2 ,ARAUCA,12,20,17426.182,22.6
HORQUILLA 3Y4 ,ARAUCA,12,20,17426.182,22.6
HORQUILLA 5TA Y RETROCESO ,ARAUCA,12,20,17426.182,22.6
HORQUILLA DE PALANCA LIBERADORA,ARAUCA,12,20,17426.182,22.6
INYETOR  ORIGINAL C/U,ARAUCA,16,25,21782.7275,28.25
JUEGO CILINDRO CON LLAVE SIN CONTRO Y CHIP ,ARAUCA,20,35,30495.8185,39.55
JUEGO DE EMPACADURA CON TAPA VAL FINA NEGRA,ARAUCA,15,25,21782.7275,28.25
JUEGO DE EMPACADURA CON TAPA VAL MORADA,ARAUCA,20,30,26139.273,33.9
JUEGO VALVULA ADMISION  (8),ARAUCA,12,20,17426.182,22.6
JUEGO VALVULA ESCAPE   (8),ARAUCA,12,20,17426.182,22.6
KIT DE TIEMPO ORIGINAL DOBLE COSTURA,ARAUCA,75,90,78417.819,101.7
KIT CROCHET ORIGINAL VALEO CON CAJA CHERY,ARAUCA,65,75,65348.1825,84.75
KIT DE REPARACION CAJETIN  ORIGINAL,ARAUCA,15,25,21782.7275,28.25
KIT DE REPARACION DE CALIPER ORIGINAL (2 PIEZAS) ,ARAUCA,7,10,8713.091,11.3
KIT GOMA COPA CAJA  C/U,ARAUCA,6.5,10,8713.091,11.3
KIT GOMA PUNTA TRIPOIDE  C/U,ARAUCA,6.5,10,8713.091,11.3
LAME VIDRIO DEL. DER. AR,ARAUCA,9,13,11327.0183,14.69
LAME VIDRIO DEL. IZQ. AR,ARAUCA,9,13,11327.0183,14.69
LAME VIDRIO TRA. DER. AR,ARAUCA,9,13,11327.0183,14.69
LAME VIDRIO TRA. IZQ. AR,ARAUCA,9,13,11327.0183,14.69
LAPIZ DELANTE  C/U,ARAUCA,3,8,6970.4728,9.04
LLAVE VIGEN SOLA,ARAUCA,4,10,8713.091,11.3
LOGO DE CHERY,ARAUCA,2,5,4356.5455,5.65
MAGUERA DE BOMBA DIRECCION  ALTA (LARGO),ARAUCA,23,35,30495.8185,39.55
MAGUERA DE BOMBA DIRECCION  BAJA,ARAUCA,22,35,30495.8185,39.55
MAGUERA DE CALEFACCION (TIPO 7)  1014211,ARAUCA,6,10,8713.091,11.3
MAGUERA DE CALEFACCION  COMPLETO,ARAUCA,26,35,30495.8185,39.55
MAGUERA DE CALEFACCION LARGA  1014231 ,ARAUCA,6,10,8713.091,11.3
MAGUERA DE CALEFACCION MAS FINITA 1014241,ARAUCA,6,10,8713.091,11.3
MAGUERA DE CARCASA A CUERPO ACELERECION ,ARAUCA,9,15,13069.6365,16.95
MAGUERA DE PLATICO DE CARCASA TIPO S,ARAUCA,16,25,21782.7275,28.25
MAGUERA DE RADIADOR  INFERIOR  1303111,ARAUCA,5,10,8713.091,11.3
MAGUERA DE RADIADOR SUPERIOR   1303211,ARAUCA,5,10,8713.091,11.3
MANDO DE SUBIR Y BAJAR VIDRIO ,ARAUCA,5,10,8713.091,11.3
MANDO DE SUBIR Y BAJAR VIDRIO PRINCIPAL ,ARAUCA,15,25,21782.7275,28.25
MANGUERA FRENO DELANTERA 6010 ,ARAUCA,8,15,13069.6365,16.95
MANGUERA FRENO TRASERA 6070 ,ARAUCA,7,15,13069.6365,16.95
MANGUERA T PLATICO CON VALVULA PCV ,ARAUCA,12,25,21782.7275,28.25
MANILLAS DELANTERO EXTERNA DERECHA ORIGINAL,ARAUCA,5,8,6970.4728,9.04
MANILLAS DELANTERO EXTERNA IZQ ORIGINAL,ARAUCA,5,8,6970.4728,9.04
MANILLAS DELANTERO INTENA DER ORIGINAL,ARAUCA,5.5,8,6970.4728,9.04
MANILLAS DELANTERO INTENA IZQ ORIGINAL,ARAUCA,5.5,8,6970.4728,9.04
MANILLAS TRASERA EXTERNA DERECHA ORIGINAL,ARAUCA,5,8,6970.4728,9.04
MANILLAS TRASERA EXTERNA IZQ ORIGINAL,ARAUCA,5,8,6970.4728,9.04
MANILLAS TRASERA INTERNA DER ORIGINA,ARAUCA,5.5,8,6970.4728,9.04
MANILLAS TRASERA INTERNA IZQ ORIGINAL,ARAUCA,5.5,8,6970.4728,9.04
MARTILLO (16),ARAUCA,55,65,56635.0915,73.45
MECANISMO LIMPIAPARABRISAS DELANTERO ,ARAUCA,19,25,21782.7275,28.25
MECANISMO O PALANCA FRENO MANO COMPLETA,ARAUCA,26,35,30495.8185,39.55
MESETA DELANTERA DERECHA  C/U,ARAUCA,18,25,21782.7275,28.25
MESETA DELANTERA IZQUIERDA C/U,ARAUCA,18,25,21782.7275,28.25
MESETA TRASERA DERECHA ORIGINAL C/U,ARAUCA,30,40,34852.364,45.2
MESETA TRASERA IZQUIERDA ORIGINAL C/U,ARAUCA,30,40,34852.364,45.2
MODULO ABS  ,ARAUCA,180,200,174261.82,226
MODULO DE CONTROL CON DOS CONTROL,ARAUCA,55,65,56635.0915,73.45
MODULO INMOVILIZADOR  ETIQUETA VERDE,ARAUCA,35,45,39208.9095,50.85
MOTOR DE LIMPIA PARABRISA ,ARAUCA,25,35,30495.8185,39.55
MOZO DELANTERO ,ARAUCA,14,25,21782.7275,28.25
MOZO TRASERA  CJB ORIGINAL,ARAUCA,30,45,39208.9095,50.85
MOZO TRASERA SIN ABS Y ESPARAGO,ARAUCA,18,25,21782.7275,28.25
MULTIPLES ESCAPE,ARAUCA,80,100,87130.91,113
ORIN DE ADMISION ,ARAUCA,2.5,5,4356.5455,5.65
ORIN DE BOMBA ACEITE ,ARAUCA,2,5,4356.5455,5.65
PALANCA NEGRO DE SEGURO PUERTA ,ARAUCA,0.8,2,1742.6182,2.26
PARACHOQUE DELANTERO  ,ARAUCA,90,105,91487.4555,118.65
PARRILLA O REJILLA DE CAPOT ,ARAUCA,8,15,13069.6365,16.95
PASTILLA FRENO DELANTERO  CON CAJA CHERY,ARAUCA,10,15,13069.6365,16.95
PASTILLA FRENO DELANTERO  PLANTA CAJ AZUL,ARAUCA,14,20,17426.182,22.6
PEDAL ACELERACION COMPLETO,ARAUCA,26,35,30495.8185,39.55
PEDALERA ,ARAUCA,80,100,87130.91,113
PILA GASOLINA  MARCA KG PICO MARRON ,ARAUCA,6,10,8713.091,11.3
PILA GASOLINA BOSCH PICO NEGRO,ARAUCA,6,10,8713.091,11.3
PILA GASOLINA BOSCH PICO VERDE,ARAUCA,6,10,8713.091,11.3
PILA GASOLINA  MARCA CHERY PICO MARRON ,ARAUCA,7,10,8713.091,11.3
PILA GASOLINA TENSO,ARAUCA,6,10,8713.091,11.3
PISTON STD ORIGINAL ,ARAUCA,30,40,34852.364,45.2
"PISTON 0.10/0,25",ARAUCA,35,45,39208.9095,50.85
PISTON 0.20/0.50  ,ARAUCA,35,45,39208.9095,50.85
PISTON 0.30/0.75   CON ANILLOS,ARAUCA,70,85,74061.2735,96.05
PISTON 0.40/1.00   CON ANILLOS,ARAUCA,90,110,95844.001,124.3
PLANETARIO DE ARRANQUE ,ARAUCA,9,15,13069.6365,16.95
PLATO BASE FRENO DER CON BANDA Y CILINDRO,ARAUCA,25,35,30495.8185,39.55
PLATO BASE FRENO  IZQ CON BANDA Y CILINDRO,ARAUCA,25,35,30495.8185,39.55
PLATO CROCHET VALEO CON CAJA CHERY,ARAUCA,32,45,39208.9095,50.85
POLEA DE CORREA TIEMPO ORIGINAL,ARAUCA,13,25,21782.7275,28.25
POMO PALANCA  ORIGINAL,ARAUCA,10,15,13069.6365,16.95
PUNTA TRIPOIDE 21X23 ORIGINAL,ARAUCA,24,35,30495.8185,39.55
RADIADOR  CHERY,ARAUCA,65,75,65348.1825,84.75
REGULADOR DE ALTERNADOR ORIGINAL,ARAUCA,14,20,17426.182,22.6
REGULADOR PARA BOMBA GASOLINA NOMAL,ARAUCA,7,10,8713.091,11.3
REGURADOR PARA BOMBA GASOLINA ORIGINAL ,ARAUCA,6,10,8713.091,11.3
REJILLA AIRE CENTRAL,ARAUCA,22,30,26139.273,33.9
REJILLA AIRE DER AR,ARAUCA,18,25,21782.7275,28.25
REJILLA AIRE IZQ AR,ARAUCA,18,25,21782.7275,28.25
RELE 19  C/U,ARAUCA,5,8,6970.4728,9.04
RELE 21  C/U,ARAUCA,5,8,6970.4728,9.04
RELE 53 ( 4 PATA) ,ARAUCA,4,8,6970.4728,9.04
